ix,iy,iz,x_mid_cm,y_mid_cm,z_mid_cm,collisions,coll_rate_per_source_per_cm3,coll_rate_per_s_per_cm3
3,5,6,-6.45,2.15,45.8,0,0,0
4,5,6,-2.15,2.15,45.8,0,0,0
5,5,6,2.15,2.15,45.8,0,0,0
6,5,6,6.45,2.15,45.8,0,0,0
7,5,6,10.75,2.15,45.8,0,0,0
8,5,6,15.05,2.15,45.8,0,0,0
9,5,6,19.35,2.15,45.8,7,5.2581e-07,0.52581
0,6,6,-19.35,6.45,45.8,0,0,0
1,6,6,-15.05,6.45,45.8,0,0,0
2,6,6,-10.75,6.45,45.8,0,0,0
3,6,6,-6.45,6.45,45.8,0,0,0
4,6,6,-2.15,6.45,45.8,0,0,0
5,6,6,2.15,6.45,45.8,0,0,0
6,6,6,6.45,6.45,45.8,0,0,0
7,6,6,10.75,6.45,45.8,0,0,0
8,6,6,15.05,6.45,45.8,0,0,0
9,6,6,19.35,6.45,45.8,0,0,0
0,7,6,-19.35,10.75,45.8,3,2.25347e-07,0.225347
1,7,6,-15.05,10.75,45.8,6,4.50694e-07,0.450694
2,7,6,-10.75,10.75,45.8,0,0,0
3,7,6,-6.45,10.75,45.8,0,0,0
4,7,6,-2.15,10.75,45.8,0,0,0
5,7,6,2.15,10.75,45.8,0,0,0
6,7,6,6.45,10.75,45.8,0,0,0
7,7,6,10.75,10.75,45.8,0,0,0
8,7,6,15.05,10.75,45.8,2,1.50231e-07,0.150231
9,7,6,19.35,10.75,45.8,3,2.25347e-07,0.225347
0,8,6,-19.35,15.05,45.8,0,0,0
1,8,6,-15.05,15.05,45.8,1,7.51157e-08,0.0751157
2,8,6,-10.75,15.05,45.8,0,0,0
3,8,6,-6.45,15.05,45.8,0,0,0
4,8,6,-2.15,15.05,45.8,0,0,0
5,8,6,2.15,15.05,45.8,0,0,0
6,8,6,6.45,15.05,45.8,0,0,0
7,8,6,10.75,15.05,45.8,0,0,0
8,8,6,15.05,15.05,45.8,0,0,0
9,8,6,19.35,15.05,45.8,0,0,0
0,9,6,-19.35,19.35,45.8,0,0,0
1,9,6,-15.05,19.35,45.8,0,0,0
2,9,6,-10.75,19.35,45.8,2,1.50231e-07,0.150231
3,9,6,-6.45,19.35,45.8,2,1.50231e-07,0.150231
4,9,6,-2.15,19.35,45.8,4,3.00463e-07,0.300463
5,9,6,2.15,19.35,45.8,0,0,0
6,9,6,6.45,19.35,45.8,5,3.75578e-07,0.375578
7,9,6,10.75,19.35,45.8,2,1.50231e-07,0.150231
8,9,6,15.05,19.35,45.8,0,0,0
9,9,6,19.35,19.35,45.8,0,0,0
0,0,7,-19.35,-19.35,53,0,0,0
1,0,7,-15.05,-19.35,53,0,0,0
2,0,7,-10.75,-19.35,53,3,2.25347e-07,0.225347
3,0,7,-6.45,-19.35,53,2,1.50231e-07,0.150231
4,0,7,-2.15,-19.35,53,3,2.25347e-07,0.225347
5,0,7,2.15,-19.35,53,4,3.00463e-07,0.300463
6,0,7,6.45,-19.35,53,1,7.51157e-08,0.0751157
7,0,7,10.75,-19.35,53,0,0,0
8,0,7,15.05,-19.35,53,0,0,0
9,0,7,19.35,-19.35,53,0,0,0
0,1,7,-19.35,-15.05,53,0,0,0
1,1,7,-15.05,-15.05,53,0,0,0
2,1,7,-10.75,-15.05,53,2,1.50231e-07,0.150231
3,1,7,-6.45,-15.05,53,0,0,0
4,1,7,-2.15,-15.05,53,0,0,0
5,1,7,2.15,-15.05,53,0,0,0
6,1,7,6.45,-15.05,53,0,0,0
7,1,7,10.75,-15.05,53,0,0,0
8,1,7,15.05,-15.05,53,0,0,0
9,1,7,19.35,-15.05,53,0,0,0
0,2,7,-19.35,-10.75,53,0,0,0
1,2,7,-15.05,-10.75,53,1,7.51157e-08,0.0751157
2,2,7,-10.75,-10.75,53,0,0,0
3,2,7,-6.45,-10.75,53,0,0,0
4,2,7,-2.15,-10.75,53,0,0,0
5,2,7,2.15,-10.75,53,0,0,0
6,2,7,6.45,-10.75,53,0,0,0
7,2,7,10.75,-10.75,53,0,0,0
8,2,7,15.05,-10.75,53,0,0,0
9,2,7,19.35,-10.75,53,1,7.51157e-08,0.0751157
0,3,7,-19.35,-6.45,53,0,0,0
1,3,7,-15.05,-6.45,53,0,0,0
2,3,7,-10.75,-6.45,53,0,0,0
3,3,7,-6.45,-6.45,53,0,0,0
4,3,7,-2.15,-6.45,53,0,0,0
5,3,7,2.15,-6.45,53,0,0,0
6,3,7,6.45,-6.45,53,0,0,0
7,3,7,10.75,-6.45,53,0,0,0
8,3,7,15.05,-6.45,53,0,0,0
9,3,7,19.35,-6.45,53,6,4.50694e-07,0.450694
0,4,7,-19.35,-2.15,53,0,0,0
1,4,7,-15.05,-2.15,53,0,0,0
2,4,7,-10.75,-2.15,53,0,0,0
3,4,7,-6.45,-2.15,53,0,0,0
4,4,7,-2.15,-2.15,53,0,0,0
5,4,7,2.15,-2.15,53,0,0,0
6,4,7,6.45,-2.15,53,0,0,0
7,4,7,10.75,-2.15,53,0,0,0
8,4,7,15.05,-2.15,53,0,0,0
9,4,7,19.35,-2.15,53,2,1.50231e-07,0.150231
0,5,7,-19.35,2.15,53,4,3.00463e-07,0.300463
1,5,7,-15.05,2.15,53,0,0,0
2,5,7,-10.75,2.15,53,0,0,0
3,5,7,-6.45,2.15,53,0,0,0
4,5,7,-2.15,2.15,53,0,0,0
5,5,7,2.15,2.15,53,0,0,0
6,5,7,6.45,2.15,53,0,0,0
7,5,7,10.75,2.15,53,0,0,0
8,5,7,15.05,2.15,53,0,0,0
9,5,7,19.35,2.15,53,5,3.75578e-07,0.375578
0,6,7,-19.35,6.45,53,10,7.51157e-07,0.751157
1,6,7,-15.05,6.45,53,0,0,0
2,6,7,-10.75,6.45,53,0,0,0
3,6,7,-6.45,6.45,53,0,0,0
4,6,7,-2.15,6.45,53,0,0,0
5,6,7,2.15,6.45,53,0,0,0
6,6,7,6.45,6.45,53,0,0,0
7,6,7,10.75,6.45,53,0,0,0
8,6,7,15.05,6.45,53,0,0,0
9,6,7,19.35,6.45,53,0,0,0
0,7,7,-19.35,10.75,53,1,7.51157e-08,0.0751157
1,7,7,-15.05,10.75,53,0,0,0
2,7,7,-10.75,10.75,53,0,0,0
3,7,7,-6.45,10.75,53,0,0,0
4,7,7,-2.15,10.75,53,0,0,0
5,7,7,2.15,10.75,53,0,0,0
6,7,7,6.45,10.75,53,0,0,0
7,7,7,10.75,10.75,53,0,0,0
8,7,7,15.05,10.75,53,1,7.51157e-08,0.0751157
9,7,7,19.35,10.75,53,0,0,0
0,8,7,-19.35,15.05,53,0,0,0
1,8,7,-15.05,15.05,53,0,0,0
2,8,7,-10.75,15.05,53,0,0,0
3,8,7,-6.45,15.05,53,0,0,0
4,8,7,-2.15,15.05,53,0,0,0
5,8,7,2.15,15.05,53,0,0,0
6,8,7,6.45,15.05,53,0,0,0
7,8,7,10.75,15.05,53,0,0,0
8,8,7,15.05,15.05,53,1,7.51157e-08,0.0751157
9,8,7,19.35,15.05,53,0,0,0
0,9,7,-19.35,19.35,53,0,0,0
1,9,7,-15.05,19.35,53,0,0,0
2,9,7,-10.75,19.35,53,1,7.51157e-08,0.0751157
3,9,7,-6.45,19.35,53,10,7.51157e-07,0.751157
4,9,7,-2.15,19.35,53,4,3.00463e-07,0.300463
5,9,7,2.15,19.35,53,2,1.50231e-07,0.150231
6,9,7,6.45,19.35,53,3,2.25347e-07,0.225347
7,9,7,10.75,19.35,53,6,4.50694e-07,0.450694
8,9,7,15.05,19.35,53,0,0,0
9,9,7,19.35,19.35,53,0,0,0
0,0,8,-19.35,-19.35,60.2,0,0,0
1,0,8,-15.05,-19.35,60.2,0,0,0
2,0,8,-10.75,-19.35,60.2,2,1.50231e-07,0.150231
3,0,8,-6.45,-19.35,60.2,0,0,0
4,0,8,-2.15,-19.35,60.2,1,7.51157e-08,0.0751157
5,0,8,2.15,-19.35,60.2,2,1.50231e-07,0.150231
6,0,8,6.45,-19.35,60.2,0,0,0
7,0,8,10.75,-19.35,60.2,1,7.51157e-08,0.0751157
8,0,8,15.05,-19.35,60.2,0,0,0
9,0,8,19.35,-19.35,60.2,0,0,0
0,1,8,-19.35,-15.05,60.2,0,0,0
1,1,8,-15.05,-15.05,60.2,0,0,0
2,1,8,-10.75,-15.05,60.2,0,0,0
3,1,8,-6.45,-15.05,60.2,0,0,0
4,1,8,-2.15,-15.05,60.2,1,7.51157e-08,0.0751157
5,1,8,2.15,-15.05,60.2,0,0,0
6,1,8,6.45,-15.05,60.2,0,0,0
7,1,8,10.75,-15.05,60.2,0,0,0
8,1,8,15.05,-15.05,60.2,1,7.51157e-08,0.0751157
9,1,8,19.35,-15.05,60.2,0,0,0
0,2,8,-19.35,-10.75,60.2,0,0,0
1,2,8,-15.05,-10.75,60.2,0,0,0
2,2,8,-10.75,-10.75,60.2,0,0,0
3,2,8,-6.45,-10.75,60.2,0,0,0
4,2,8,-2.15,-10.75,60.2,0,0,0
5,2,8,2.15,-10.75,60.2,0,0,0
6,2,8,6.45,-10.75,60.2,0,0,0
7,2,8,10.75,-10.75,60.2,0,0,0
8,2,8,15.05,-10.75,60.2,0,0,0
9,2,8,19.35,-10.75,60.2,2,1.50231e-07,0.150231
0,3,8,-19.35,-6.45,60.2,0,0,0
1,3,8,-15.05,-6.45,60.2,0,0,0
2,3,8,-10.75,-6.45,60.2,0,0,0
3,3,8,-6.45,-6.45,60.2,0,0,0
4,3,8,-2.15,-6.45,60.2,0,0,0
5,3,8,2.15,-6.45,60.2,0,0,0
6,3,8,6.45,-6.45,60.2,0,0,0
7,3,8,10.75,-6.45,60.2,0,0,0
8,3,8,15.05,-6.45,60.2,0,0,0
9,3,8,19.35,-6.45,60.2,4,3.00463e-07,0.300463
0,4,8,-19.35,-2.15,60.2,0,0,0
1,4,8,-15.05,-2.15,60.2,0,0,0
2,4,8,-10.75,-2.15,60.2,0,0,0
3,4,8,-6.45,-2.15,60.2,0,0,0
4,4,8,-2.15,-2.15,60.2,0,0,0
5,4,8,2.15,-2.15,60.2,0,0,0
6,4,8,6.45,-2.15,60.2,0,0,0
7,4,8,10.75,-2.15,60.2,0,0,0
8,4,8,15.05,-2.15,60.2,0,0,0
9,4,8,19.35,-2.15,60.2,2,1.50231e-07,0.150231
0,5,8,-19.35,2.15,60.2,0,0,0
1,5,8,-15.05,2.15,60.2,0,0,0
2,5,8,-10.75,2.15,60.2,0,0,0
3,5,8,-6.45,2.15,60.2,0,0,0
4,5,8,-2.15,2.15,60.2,0,0,0
5,5,8,2.15,2.15,60.2,0,0,0
6,5,8,6.45,2.15,60.2,0,0,0
7,5,8,10.75,2.15,60.2,0,0,0
8,5,8,15.05,2.15,60.2,0,0,0
9,5,8,19.35,2.15,60.2,0,0,0
0,6,8,-19.35,6.45,60.2,6,4.50694e-07,0.450694
1,6,8,-15.05,6.45,60.2,0,0,0
2,6,8,-10.75,6.45,60.2,0,0,0
3,6,8,-6.45,6.45,60.2,0,0,0
4,6,8,-2.15,6.45,60.2,0,0,0
5,6,8,2.15,6.45,60.2,0,0,0
6,6,8,6.45,6.45,60.2,0,0,0
7,6,8,10.75,6.45,60.2,0,0,0
8,6,8,15.05,6.45,60.2,0,0,0
9,6,8,19.35,6.45,60.2,2,1.50231e-07,0.150231
0,7,8,-19.35,10.75,60.2,0,0,0
1,7,8,-15.05,10.75,60.2,0,0,0
2,7,8,-10.75,10.75,60.2,0,0,0
3,7,8,-6.45,10.75,60.2,0,0,0
4,7,8,-2.15,10.75,60.2,0,0,0
5,7,8,2.15,10.75,60.2,0,0,0
6,7,8,6.45,10.75,60.2,0,0,0
7,7,8,10.75,10.75,60.2,0,0,0
8,7,8,15.05,10.75,60.2,0,0,0
9,7,8,19.35,10.75,60.2,0,0,0
0,8,8,-19.35,15.05,60.2,0,0,0
1,8,8,-15.05,15.05,60.2,1,7.51157e-08,0.0751157
2,8,8,-10.75,15.05,60.2,0,0,0
3,8,8,-6.45,15.05,60.2,0,0,0
4,8,8,-2.15,15.05,60.2,0,0,0
5,8,8,2.15,15.05,60.2,0,0,0
6,8,8,6.45,15.05,60.2,1,7.51157e-08,0.0751157
7,8,8,10.75,15.05,60.2,0,0,0
8,8,8,15.05,15.05,60.2,6,4.50694e-07,0.450694
9,8,8,19.35,15.05,60.2,0,0,0
0,9,8,-19.35,19.35,60.2,0,0,0
1,9,8,-15.05,19.35,60.2,0,0,0
2,9,8,-10.75,19.35,60.2,0,0,0
3,9,8,-6.45,19.35,60.2,0,0,0
4,9,8,-2.15,19.35,60.2,0,0,0
5,9,8,2.15,19.35,60.2,4,3.00463e-07,0.300463
6,9,8,6.45,19.35,60.2,0,0,0
7,9,8,10.75,19.35,60.2,0,0,0
8,9,8,15.05,19.35,60.2,0,0,0
9,9,8,19.35,19.35,60.2,0,0,0
0,0,9,-19.35,-19.35,67.4,0,0,0
1,0,9,-15.05,-19.35,67.4,0,0,0
2,0,9,-10.75,-19.35,67.4,0,0,0
3,0,9,-6.45,-19.35,67.4,0,0,0
4,0,9,-2.15,-19.35,67.4,0,0,0
5,0,9,2.15,-19.35,67.4,0,0,0
6,0,9,6.45,-19.35,67.4,2,1.50231e-07,0.150231
7,0,9,10.75,-19.35,67.4,8,6.00925e-07,0.600925
8,0,9,15.05,-19.35,67.4,0,0,0
9,0,9,19.35,-19.35,67.4,0,0,0
0,1,9,-19.35,-15.05,67.4,0,0,0
1,1,9,-15.05,-15.05,67.4,0,0,0
2,1,9,-10.75,-15.05,67.4,1,7.51157e-08,0.0751157
3,1,9,-6.45,-15.05,67.4,0,0,0
4,1,9,-2.15,-15.05,67.4,0,0,0
5,1,9,2.15,-15.05,67.4,0,0,0
6,1,9,6.45,-15.05,67.4,0,0,0
7,1,9,10.75,-15.05,67.4,1,7.51157e-08,0.0751157
8,1,9,15.05,-15.05,67.4,0,0,0
9,1,9,19.35,-15.05,67.4,0,0,0
0,2,9,-19.35,-10.75,67.4,0,0,0
1,2,9,-15.05,-10.75,67.4,3,2.25347e-07,0.225347
2,2,9,-10.75,-10.75,67.4,0,0,0
3,2,9,-6.45,-10.75,67.4,0,0,0
4,2,9,-2.15,-10.75,67.4,0,0,0
5,2,9,2.15,-10.75,67.4,0,0,0
6,2,9,6.45,-10.75,67.4,0,0,0
7,2,9,10.75,-10.75,67.4,0,0,0
8,2,9,15.05,-10.75,67.4,3,2.25347e-07,0.225347
9,2,9,19.35,-10.75,67.4,0,0,0
0,3,9,-19.35,-6.45,67.4,0,0,0
1,3,9,-15.05,-6.45,67.4,0,0,0
2,3,9,-10.75,-6.45,67.4,0,0,0
3,3,9,-6.45,-6.45,67.4,0,0,0
4,3,9,-2.15,-6.45,67.4,0,0,0
5,3,9,2.15,-6.45,67.4,0,0,0
6,3,9,6.45,-6.45,67.4,0,0,0
7,3,9,10.75,-6.45,67.4,0,0,0
8,3,9,15.05,-6.45,67.4,0,0,0
9,3,9,19.35,-6.45,67.4,1,7.51157e-08,0.0751157
0,4,9,-19.35,-2.15,67.4,0,0,0
1,4,9,-15.05,-2.15,67.4,0,0,0
2,4,9,-10.75,-2.15,67.4,0,0,0
3,4,9,-6.45,-2.15,67.4,0,0,0
4,4,9,-2.15,-2.15,67.4,0,0,0
5,4,9,2.15,-2.15,67.4,0,0,0
6,4,9,6.45,-2.15,67.4,0,0,0
7,4,9,10.75,-2.15,67.4,0,0,0
8,4,9,15.05,-2.15,67.4,0,0,0
9,4,9,19.35,-2.15,67.4,3,2.25347e-07,0.225347
0,5,9,-19.35,2.15,67.4,0,0,0
1,5,9,-15.05,2.15,67.4,0,0,0
2,5,9,-10.75,2.15,67.4,0,0,0
3,5,9,-6.45,2.15,67.4,0,0,0
4,5,9,-2.15,2.15,67.4,0,0,0
5,5,9,2.15,2.15,67.4,0,0,0
6,5,9,6.45,2.15,67.4,0,0,0
7,5,9,10.75,2.15,67.4,0,0,0
8,5,9,15.05,2.15,67.4,0,0,0
9,5,9,19.35,2.15,67.4,2,1.50231e-07,0.150231
0,6,9,-19.35,6.45,67.4,0,0,0
1,6,9,-15.05,6.45,67.4,0,0,0
2,6,9,-10.75,6.45,67.4,0,0,0
3,6,9,-6.45,6.45,67.4,0,0,0
4,6,9,-2.15,6.45,67.4,0,0,0
5,6,9,2.15,6.45,67.4,0,0,0
6,6,9,6.45,6.45,67.4,0,0,0
7,6,9,10.75,6.45,67.4,0,0,0
8,6,9,15.05,6.45,67.4,0,0,0
9,6,9,19.35,6.45,67.4,1,7.51157e-08,0.0751157
0,7,9,-19.35,10.75,67.4,0,0,0
1,7,9,-15.05,10.75,67.4,0,0,0
2,7,9,-10.75,10.75,67.4,0,0,0
3,7,9,-6.45,10.75,67.4,0,0,0
4,7,9,-2.15,10.75,67.4,0,0,0
5,7,9,2.15,10.75,67.4,0,0,0
6,7,9,6.45,10.75,67.4,0,0,0
7,7,9,10.75,10.75,67.4,0,0,0
8,7,9,15.05,10.75,67.4,0,0,0
9,7,9,19.35,10.75,67.4,0,0,0
0,8,9,-19.35,15.05,67.4,0,0,0
1,8,9,-15.05,15.05,67.4,2,1.50231e-07,0.150231
2,8,9,-10.75,15.05,67.4,0,0,0
3,8,9,-6.45,15.05,67.4,0,0,0
4,8,9,-2.15,15.05,67.4,0,0,0
5,8,9,2.15,15.05,67.4,0,0,0
6,8,9,6.45,15.05,67.4,0,0,0
7,8,9,10.75,15.05,67.4,1,7.51157e-08,0.0751157
8,8,9,15.05,15.05,67.4,0,0,0
9,8,9,19.35,15.05,67.4,0,0,0
0,9,9,-19.35,19.35,67.4,0,0,0
1,9,9,-15.05,19.35,67.4,0,0,0
2,9,9,-10.75,19.35,67.4,2,1.50231e-07,0.150231
3,9,9,-6.45,19.35,67.4,0,0,0
4,9,9,-2.15,19.35,67.4,1,7.51157e-08,0.0751157
5,9,9,2.15,19.35,67.4,0,0,0
6,9,9,6.45,19.35,67.4,3,2.25347e-07,0.225347
7,9,9,10.75,19.35,67.4,0,0,0
8,9,9,15.05,19.35,67.4,0,0,0
9,9,9,19.35,19.35,67.4,0,0,0
